UserID,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40,J41,J42,J43,J44,J45,J46,J47,J48,J49,J50,J51,J52,J53,J54,J55,J56,J57,J58,J59,J60,J61,J62,J63,J64,J65,J66,J67,J68,J69,J70,J71,J72,J73,J74,J75,J76,J77,J78,J79,J80,J81,J82,J83,J84,J85,J86,J87,J88,J89,J90,J91,J92,J93,J94,J95,J96,J97,J98,J99,J100
359,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084,-0.3084
360,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347,0.9347
365,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598,1.4598
366,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471,-1.7471
372,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547
374,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252,1.0252
376,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957,-1.5957
377,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501,1.2501
378,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375,-1.1375
380,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969,2.2969
382,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613,2.9613
387,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792,2.8792
391,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102,3.102
392,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84,-1.84
394,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143,-3.2143
395,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542,2.8542
403,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855,5.6855
404,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348,-0.4348
406,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398,4.2398
413,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979,-0.0979
422,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869,2.1869
427,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513,-0.2513
432,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63
434,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893,2.2893
437,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855,3.8855
446,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697,2.5697
